household_id,person_id,sample_weight,province,age_group,gender,marital_status,after_tax_income,household_size,household_composition,household_maj_income_flag,after_tax_low_income_flag,before_tax_low_income_flag,after_tax_below_lim_flag,disposable_income_below_mbm_flag,ownership_of_dwelling,monthly_mortgage_payment,monthly_condo_fee,monthly_rent,rent_subsidy_flag,core_housing_need_indicator,adult_food_security_status,child_food_security_status,household_food_security_status,atinc35,total_household_costs,affordable_housing_flag,income_bracket,housing_costs_flag
32146,3214601,135.5822,Nova Scotia,50 to 54 years,Female,Single (never married),35410.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,1032.9097000000002,700.0,Yes,< 40k,< $800/month
32200,3220001,82.8037,Nova Scotia,70 years and over,Male,Married,29885.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,871.74545,0.0,Yes,< 40k,House paid in full
32227,3222702,207.0994,Nova Scotia,35 to 39 years,Male,Common-law,45590.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1329.8603,900.0,Yes,40k - 60k,$800 - $1600 /month
32235,3223502,206.1235,Nova Scotia,70 years and over,Male,Married,50185.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,1463.8964500000002,0.0,Yes,40k - 60k,House paid in full
32248,3224801,157.3566,Nova Scotia,25 to 29 years,Male,Married,69570.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2029.3569,900.0,Yes,60k - 80k,$800 - $1600 /month
32249,3224901,113.1761,Nova Scotia,65 to 69 years,Male,Married,74950.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2186.2915000000003,600.0,Yes,60k - 80k,< $800/month
32264,3226402,128.5076,Nova Scotia,45 to 49 years,Female,Married,27090.0,4,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,790.2153000000001,0.0,Yes,< 40k,House paid in full
32281,3228101,199.4018,Nova Scotia,70 years and over,Male,Married,55980.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1632.9366,0.0,Yes,40k - 60k,House paid in full
32285,3228501,136.3348,Nova Scotia,45 to 49 years,Female,"Separated, divorced or widowed",66200.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1931.054,900.0,Yes,60k - 80k,$800 - $1600 /month
32316,3231602,76.6079,Nova Scotia,40 to 44 years,Male,Married,33360.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,973.1112,1100.0,No,< 40k,$800 - $1600 /month
32353,3235301,232.0901,Nova Scotia,65 to 69 years,Male,Married,51150.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,1492.0455000000002,0.0,Yes,40k - 60k,House paid in full
32375,3237502,156.2953,Nova Scotia,30 to 34 years,Male,Married,46340.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Valid skip,Marginally food insecure,Food secure,Marginally food insecure,1351.7378,700.0,Yes,40k - 60k,< $800/month
32387,3238701,167.836,Nova Scotia,60 to 64 years,Male,Common-law,69280.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2020.8976,700.0,Yes,60k - 80k,< $800/month
32410,3241002,112.0349,Nova Scotia,65 to 69 years,Male,Married,22390.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,653.1163,0.0,Yes,< 40k,House paid in full
32414,3241402,82.8857,Nova Scotia,45 to 49 years,Male,Married,68470.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1997.2699,700.0,Yes,60k - 80k,< $800/month
32425,3242501,139.7537,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",24580.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Valid skip,Food secure,Valid skip,Food secure,716.9986,1000.0,No,< 40k,$800 - $1600 /month
32427,3242701,145.7382,Nova Scotia,40 to 44 years,Male,Common-law,32110.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,300.0,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,936.6487000000001,300.0,Yes,< 40k,< $800/month
32478,3247802,178.5338,Nova Scotia,60 to 64 years,Male,Married,127170.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,3709.5489000000002,0.0,Yes,100k - 200k,House paid in full
32481,3248101,199.9924,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",12550.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Owned by a member of the household,,,,Valid skip,In core housing need,Food secure,Valid skip,Food secure,366.0835,0.0,Yes,< 40k,House paid in full
32489,3248901,246.9915,Nova Scotia,35 to 39 years,Female,Married,25175.0,4,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,1200.0,,,Valid skip,In core housing need,Moderately food insecure,Food secure,Moderately food insecure,734.3547500000001,1200.0,No,< 40k,$800 - $1600 /month
32500,3250001,197.5265,Nova Scotia,60 to 64 years,Male,Single (never married),10375.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,500.0,No,In core housing need,Severely food insecure,Valid skip,Severely food insecure,302.63875,500.0,No,< 40k,< $800/month
32528,3252801,215.3065,Nova Scotia,40 to 44 years,Female,Common-law,67490.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1800.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1968.6833000000001,1800.0,Yes,60k - 80k,$1600 - $2400 /month
32539,3253901,202.0539,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",27695.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,In core housing need,Food secure,Valid skip,Food secure,807.86315,800.0,Yes,< 40k,$800 - $1600 /month
32546,3254601,219.7696,Nova Scotia,30 to 34 years,Male,Single (never married),26180.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Not in core housing need,Food secure,Valid skip,Food secure,763.6706,600.0,Yes,< 40k,< $800/month
32552,3255201,211.0858,Nova Scotia,70 years and over,Male,Married,45140.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1300.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1316.7338,1300.0,Yes,40k - 60k,$800 - $1600 /month
32559,3255901,207.4553,Nova Scotia,70 years and over,Female,Married,40095.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1700.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1169.57115,1700.0,No,40k - 60k,$1600 - $2400 /month
32568,3256801,181.0019,Nova Scotia,50 to 54 years,Male,Single (never married),31775.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,926.87675,600.0,Yes,< 40k,< $800/month
32589,3258901,154.5527,Nova Scotia,55 to 59 years,Female,Married,33565.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,979.09105,500.0,Yes,< 40k,< $800/month
32643,3264303,231.6476,Nova Scotia,18 to 24 years,Male,Single (never married),26840.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,Not in core housing need,Food secure,Valid skip,Food secure,782.9228,800.0,No,< 40k,$800 - $1600 /month
32681,3268101,224.17,Nova Scotia,35 to 39 years,Male,Common-law,51110.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Valid skip,Moderately food insecure,Marginally food insecure,Moderately food insecure,1490.8787,1000.0,Yes,40k - 60k,$800 - $1600 /month
32709,3270901,47.631,Nova Scotia,45 to 49 years,Female,"Separated, divorced or widowed",29765.0,3,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,900.0,No,Not in core housing need,Severely food insecure,Moderately food insecure,Severely food insecure,868.24505,900.0,No,< 40k,$800 - $1600 /month
32733,3273303,150.9589,Nova Scotia,35 to 39 years,Female,Married,70930.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2069.0281,700.0,Yes,60k - 80k,< $800/month
32767,3276702,148.5887,Nova Scotia,50 to 54 years,Male,Not stated,59680.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1740.8656,0.0,Yes,40k - 60k,House paid in full
32774,3277401,157.0777,Nova Scotia,65 to 69 years,Female,Married,37060.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1081.0402000000001,1100.0,No,< 40k,$800 - $1600 /month
32808,3280802,234.3309,Nova Scotia,50 to 54 years,Male,Common-law,51270.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1495.5459,0.0,Yes,40k - 60k,House paid in full
32825,3282501,150.7927,Nova Scotia,60 to 64 years,Female,Married,69855.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,100.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2037.67035,100.0,Yes,60k - 80k,< $800/month
32831,3283101,223.2265,Nova Scotia,55 to 59 years,Male,"Separated, divorced or widowed",13700.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Owned by a member of the household,,,,Valid skip,In core housing need,Food secure,Valid skip,Food secure,399.629,0.0,Yes,< 40k,House paid in full
32836,3283602,154.2289,Nova Scotia,50 to 54 years,Male,Married,92150.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2688.0155,1100.0,Yes,80k - 100k,$800 - $1600 /month
32855,3285501,172.6887,Nova Scotia,30 to 34 years,Male,Single (never married),19505.0,1,One person household,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,600.0,No,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,568.96085,600.0,No,< 40k,< $800/month
32897,3289702,244.9582,Nova Scotia,55 to 59 years,Female,Married,42560.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1241.4752,0.0,Yes,40k - 60k,House paid in full
32909,3290901,103.0135,Nova Scotia,55 to 59 years,Male,Single (never married),10625.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,600.0,No,In core housing need,Marginally food insecure,Valid skip,Marginally food insecure,309.93125000000003,600.0,No,< 40k,< $800/month
32915,3291501,157.4743,Nova Scotia,70 years and over,Male,Married,98570.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2875.2869,0.0,Yes,80k - 100k,House paid in full
32930,3293003,271.3014,Nova Scotia,30 to 34 years,Female,"Separated, divorced or widowed",21575.0,3,Two or more person household/Two or more economic families,Yes,No,Yes,No,No,Not owned by a member of the household,,,600.0,No,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,629.34275,600.0,Yes,< 40k,< $800/month
32953,3295301,208.9321,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",21925.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,639.5522500000001,0.0,Yes,< 40k,House paid in full
33005,3300501,139.4384,Nova Scotia,25 to 29 years,Male,Single (never married),58900.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1718.113,600.0,Yes,40k - 60k,< $800/month
33006,3300602,237.0511,Nova Scotia,55 to 59 years,Male,Married,70260.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2049.4842000000003,700.0,Yes,60k - 80k,< $800/month
33014,3301401,206.7347,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",21675.0,1,One person household,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,500.0,Not stated,In core housing need,Severely food insecure,Valid skip,Severely food insecure,632.25975,500.0,Yes,< 40k,< $800/month
33051,3305102,429.6447,Nova Scotia,30 to 34 years,Male,Married,62980.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1837.1266,800.0,Yes,60k - 80k,$800 - $1600 /month
33092,3309201,160.1076,Nova Scotia,70 years and over,Male,Married,30925.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,902.08225,0.0,Yes,< 40k,House paid in full
33140,3314001,144.5849,Nova Scotia,60 to 64 years,Male,Common-law,42010.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1225.4317,600.0,Yes,40k - 60k,< $800/month
33186,3318601,195.7373,Nova Scotia,25 to 29 years,Male,Single (never married),61880.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1100.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1805.0396,1100.0,Yes,60k - 80k,$800 - $1600 /month
33201,3320101,123.5848,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",72440.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2113.0748000000003,500.0,Yes,60k - 80k,< $800/month
33215,3321501,212.979,Nova Scotia,30 to 34 years,Male,Not stated,79800.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2327.766,600.0,Yes,60k - 80k,< $800/month
33221,3322101,215.9757,Nova Scotia,70 years and over,Male,Married,56850.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1658.3145000000002,0.0,Yes,40k - 60k,House paid in full
33239,3323902,283.5003,Nova Scotia,35 to 39 years,Male,Not stated,33850.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,987.4045000000001,0.0,Yes,< 40k,House paid in full
33256,3325601,124.1053,Nova Scotia,70 years and over,Female,Married,36185.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1055.51645,0.0,Yes,< 40k,House paid in full
33270,3327001,150.8426,Nova Scotia,60 to 64 years,Male,Married,50590.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1475.7103000000002,0.0,Yes,40k - 60k,House paid in full
33282,3328201,84.8841,Nova Scotia,30 to 34 years,Female,Single (never married),55895.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1630.4571500000002,0.0,Yes,40k - 60k,House paid in full
33294,3329401,144.5642,Nova Scotia,55 to 59 years,Male,Common-law,32530.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,948.9001000000001,1000.0,No,< 40k,$800 - $1600 /month
33364,3336401,167.1075,Nova Scotia,70 years and over,Female,Married,17275.0,2,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,503.91175000000004,0.0,Yes,< 40k,House paid in full
33366,3336602,225.5434,Nova Scotia,50 to 54 years,Female,Married,48300.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,1408.911,800.0,Yes,40k - 60k,$800 - $1600 /month
33382,3338201,193.6984,Nova Scotia,50 to 54 years,Male,Married,82710.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2412.6507,0.0,Yes,80k - 100k,House paid in full
33451,3345101,159.5947,Nova Scotia,45 to 49 years,Female,Single (never married),40300.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1175.5510000000002,700.0,Yes,40k - 60k,< $800/month
33480,3348001,276.0897,Nova Scotia,18 to 24 years,Female,Single (never married),34600.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,1009.282,800.0,Yes,< 40k,$800 - $1600 /month
33482,3348201,249.1852,Nova Scotia,45 to 49 years,Male,Single (never married),70250.0,2,Two or more person household/Two or more economic families,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,2049.1925,700.0,Yes,60k - 80k,< $800/month
33488,3348802,321.9006,Nova Scotia,45 to 49 years,Male,Married,66520.0,6,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Moderately food insecure,Food secure,Moderately food insecure,1940.3884,1100.0,Yes,60k - 80k,$800 - $1600 /month
33498,3349801,116.3953,Nova Scotia,60 to 64 years,Male,Married,26500.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,773.005,0.0,Yes,< 40k,House paid in full
33509,3350901,125.1203,Nova Scotia,55 to 59 years,Female,"Separated, divorced or widowed",27310.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Not in core housing need,Food secure,Valid skip,Food secure,796.6327,600.0,Yes,< 40k,< $800/month
33518,3351802,144.5134,Nova Scotia,70 years and over,Male,Married,35940.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1048.3698,0.0,Yes,< 40k,House paid in full
33529,3352901,136.4072,Nova Scotia,70 years and over,Male,Married,42690.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1245.2673,0.0,Yes,40k - 60k,House paid in full
33531,3353105,182.7755,Nova Scotia,35 to 39 years,Male,Common-law,86760.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1600.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2530.7892,1600.0,Yes,80k - 100k,$1600 - $2400 /month
33586,3358601,195.758,Nova Scotia,60 to 64 years,Male,Married,38350.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Valid skip,Moderately food insecure,Food secure,Moderately food insecure,1118.6695,500.0,Yes,< 40k,< $800/month
33608,3360801,143.135,Nova Scotia,60 to 64 years,Male,"Separated, divorced or widowed",11180.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,326.1206,0.0,Yes,< 40k,House paid in full
33610,3361001,213.1628,Nova Scotia,40 to 44 years,Male,"Separated, divorced or widowed",30725.0,4,Two or more person household/One economic family,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,900.0,Not stated,In core housing need,Severely food insecure,Marginally food insecure,Severely food insecure,896.2482500000001,900.0,No,< 40k,$800 - $1600 /month
33614,3361401,178.8163,Nova Scotia,30 to 34 years,Male,Married,29090.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,No,Valid skip,Food secure,Valid skip,Food secure,848.5553,900.0,No,< 40k,$800 - $1600 /month
33653,3365301,150.7468,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",3975.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,200.0,No,Valid skip,Severely food insecure,Valid skip,Severely food insecure,115.95075,200.0,No,< 40k,< $800/month
33685,3368501,146.8954,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",19175.0,1,One person household,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,559.33475,0.0,Yes,< 40k,House paid in full
33695,3369501,142.0766,Nova Scotia,70 years and over,Male,Married,30070.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,877.1419000000001,0.0,Yes,< 40k,House paid in full
33709,3370901,78.7665,Nova Scotia,35 to 39 years,Female,Single (never married),50400.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,1470.1680000000001,600.0,Yes,40k - 60k,< $800/month
33751,3375102,150.7927,Nova Scotia,55 to 59 years,Male,Common-law,30530.0,2,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,500.0,No,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,890.5601,500.0,Yes,< 40k,< $800/month
33797,3379701,102.7721,Nova Scotia,60 to 64 years,Female,Single (never married),109750.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,3201.4075000000003,0.0,Yes,100k - 200k,House paid in full
33823,3382301,130.64,Nova Scotia,70 years and over,Male,Married,53360.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1556.5112000000001,0.0,Yes,40k - 60k,House paid in full
33825,3382501,138.1056,Nova Scotia,70 years and over,Male,Married,41320.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,300.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1205.3044,300.0,Yes,40k - 60k,< $800/month
33848,3384802,140.1765,Nova Scotia,60 to 64 years,Male,Single (never married),30880.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,900.7696000000001,0.0,Yes,< 40k,House paid in full
33853,3385301,178.4669,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",50960.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1486.5032,0.0,Yes,40k - 60k,House paid in full
33859,3385901,164.5428,Nova Scotia,65 to 69 years,Male,Single (never married),19850.0,2,Two or more person household/Two or more economic families,Yes,No,Yes,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,579.0245,0.0,Yes,< 40k,House paid in full
33865,3386502,151.541,Nova Scotia,55 to 59 years,Male,Married,80730.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2354.8941,0.0,Yes,80k - 100k,House paid in full
33870,3387001,144.2011,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",36025.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1050.84925,0.0,Yes,< 40k,House paid in full
33874,3387401,132.3776,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",31240.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,911.2708,0.0,Yes,< 40k,House paid in full
33881,3388101,190.4103,Nova Scotia,40 to 44 years,Male,Single (never married),34325.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1001.26025,800.0,Yes,< 40k,$800 - $1600 /month
33886,3388603,90.1236,Nova Scotia,25 to 29 years,Male,Single (never married),61695.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Not in core housing need,Marginally food insecure,Moderately food insecure,Moderately food insecure,1799.64315,900.0,Yes,60k - 80k,$800 - $1600 /month
33899,3389902,143.8604,Nova Scotia,65 to 69 years,Female,Married,28555.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,100.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,832.9493500000001,100.0,Yes,< 40k,< $800/month
33901,3390102,166.6931,Nova Scotia,30 to 34 years,Male,Single (never married),36850.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1074.9145,800.0,Yes,< 40k,$800 - $1600 /month
33902,3390201,110.6178,Nova Scotia,45 to 49 years,Female,Single (never married),29525.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,861.2442500000001,600.0,Yes,< 40k,< $800/month
33907,3390701,647.5741,Nova Scotia,18 to 24 years,Female,Single (never married),9375.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,700.0,Yes,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,273.46875,700.0,No,< 40k,< $800/month
33909,3390902,170.8539,Nova Scotia,55 to 59 years,Male,Married,149585.0,6,Two or more person household/Two or more economic families,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,4363.39445,0.0,Yes,100k - 200k,House paid in full
33910,3391002,208.3045,Nova Scotia,18 to 24 years,Female,Not stated,18945.0,3,Two or more person household/One economic family,Yes,No,Yes,Yes,Yes,Owned by a member of the household,100.0,,,Valid skip,Valid skip,Severely food insecure,Valid skip,Severely food insecure,552.6256500000001,100.0,Yes,< 40k,< $800/month
33911,3391101,202.3458,Nova Scotia,70 years and over,Male,Married,42840.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1100.0,No,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,1249.6428,1100.0,Yes,40k - 60k,$800 - $1600 /month
